Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,,,#date+year,#indicator+type,#indicator+value+num,,
LKA,2022-06-01,2022-06-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7006,June,2022,2022,,250.124069,X,base year is 2015
LKA,2023-06-01,2023-06-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7006,June,2023,2023,,256.410850,X,base year is 2015
LKA,2024-06-01,2024-06-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7006,June,2024,2024,,261.350463,X,base year is 2015
LKA,2000-07-01,2000-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2000,2000,,20.799870,I,base year is 2015
LKA,2001-07-01,2001-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2001,2001,,24.284552,I,base year is 2015
LKA,2002-07-01,2002-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2002,2002,,27.562519,I,base year is 2015
LKA,2003-07-01,2003-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2003,2003,,28.725868,I,base year is 2015
LKA,2004-07-01,2004-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2004,2004,,31.902339,I,base year is 2015
LKA,2005-07-01,2005-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2005,2005,,36.197316,I,base year is 2015
LKA,2006-07-01,2006-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2006,2006,,40.698946,I,base year is 2015
LKA,2007-07-01,2007-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2007,2007,,48.585074,I,base year is 2015
LKA,2008-07-01,2008-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2008,2008,,65.136781,I,base year is 2015
LKA,2009-07-01,2009-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2009,2009,,66.101086,I,base year is 2015
LKA,2010-07-01,2010-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2010,2010,,69.740897,I,base year is 2015
LKA,2011-07-01,2011-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2011,2011,,76.197581,I,base year is 2015
LKA,2012-07-01,2012-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,,85.603440,I,base year is 2015
LKA,2013-07-01,2013-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,,92.059405,I,base year is 2015
LKA,2014-07-01,2014-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,,97.886410,X,base year is 2015
LKA,2015-07-01,2015-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,,99.151793,X,base year is 2015
LKA,2016-07-01,2016-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,,105.840246,X,base year is 2015
LKA,2017-07-01,2017-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,,114.517158,X,base year is 2015
LKA,2018-07-01,2018-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,,117.228693,X,base year is 2015
LKA,2019-07-01,2019-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,,114.336389,X,base year is 2015
LKA,2020-07-01,2020-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,,129.069062,X,base year is 2015
LKA,2021-07-01,2021-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,,143.259428,X,base year is 2015
LKA,2022-07-01,2022-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,,262.024047,X,base year is 2015
LKA,2023-07-01,2023-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2023,2023,,255.400474,X,base year is 2015
LKA,2024-07-01,2024-07-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2024,2024,,262.697631,X,base year is 2015
LKA,2000-08-01,2000-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,,20.697187,I,base year is 2015
LKA,2001-08-01,2001-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,,23.653369,I,base year is 2015
LKA,2002-08-01,2002-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,,26.632900,I,base year is 2015
LKA,2003-08-01,2003-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,,27.839969,I,base year is 2015
LKA,2004-08-01,2004-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,,31.476466,I,base year is 2015
LKA,2005-08-01,2005-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,,36.336458,I,base year is 2015
LKA,2006-08-01,2006-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,,40.876798,I,base year is 2015
LKA,2007-08-01,2007-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,,49.358446,I,base year is 2015
LKA,2008-08-01,2008-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,,65.016432,I,base year is 2015
LKA,2009-08-01,2009-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,,65.799452,I,base year is 2015
LKA,2010-08-01,2010-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,,69.862858,I,base year is 2015
LKA,2011-08-01,2011-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,,75.949640,I,base year is 2015
LKA,2012-08-01,2012-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,,84.969983,I,base year is 2015
LKA,2013-08-01,2013-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,,91.621680,I,base year is 2015
LKA,2014-08-01,2014-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,,95.988336,X,base year is 2015
LKA,2015-08-01,2015-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,,97.524872,X,base year is 2015
LKA,2016-08-01,2016-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,,101.592175,X,base year is 2015
LKA,2017-08-01,2017-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,,113.884466,X,base year is 2015
LKA,2018-08-01,2018-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,,113.884466,X,base year is 2015
LKA,2019-08-01,2019-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,,114.607542,X,base year is 2015
LKA,2020-08-01,2020-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,,129.701753,X,base year is 2015
LKA,2021-08-01,2021-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,,144.072888,X,base year is 2015
LKA,2022-08-01,2022-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,,266.626869,X,base year is 2015
LKA,2023-08-01,2023-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2023,2023,,252.144820,X,base year is 2015
LKA,2024-08-01,2024-08-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2024,2024,,257.870281,X,base year is 2015
LKA,2000-09-01,2000-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,,20.337574,I,base year is 2015
LKA,2001-09-01,2001-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,,24.153389,I,base year is 2015
LKA,2002-09-01,2002-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,,26.376385,I,base year is 2015
LKA,2003-09-01,2003-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,,27.950679,I,base year is 2015
LKA,2004-09-01,2004-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,,31.998792,I,base year is 2015
LKA,2005-09-01,2005-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,,36.440881,I,base year is 2015
LKA,2006-09-01,2006-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,,41.482592,I,base year is 2015
LKA,2007-09-01,2007-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,,49.912269,I,base year is 2015
LKA,2008-09-01,2008-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,,65.136781,I,base year is 2015
LKA,2009-09-01,2009-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,,65.920074,I,base year is 2015
LKA,2010-09-01,2010-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,,70.595474,I,base year is 2015
LKA,2011-09-01,2011-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,,76.197581,I,base year is 2015
LKA,2012-09-01,2012-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,,84.843399,I,base year is 2015
LKA,2013-09-01,2013-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,,91.402966,I,base year is 2015
LKA,2014-09-01,2014-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,,95.988336,X,base year is 2015
LKA,2015-09-01,2015-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,,97.072950,X,base year is 2015
LKA,2016-09-01,2016-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,,101.772944,X,base year is 2015
LKA,2017-09-01,2017-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,,115.872925,X,base year is 2015
LKA,2018-09-01,2018-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,,110.992162,X,base year is 2015
LKA,2019-09-01,2019-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,,116.415232,X,base year is 2015
LKA,2020-09-01,2020-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,,131.147905,X,base year is 2015
LKA,2021-09-01,2021-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,,144.253657,X,base year is 2015
LKA,2022-09-01,2022-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,,266.177813,X,base year is 2015
LKA,2023-09-01,2023-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2023,2023,,254.502363,X,base year is 2015
LKA,2024-09-01,2024-09-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2024,2024,,255.849530,X,base year is 2015
LKA,2000-10-01,2000-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,,20.533488,I,base year is 2015
LKA,2001-10-01,2001-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,,24.171682,I,base year is 2015
LKA,2002-10-01,2002-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,,26.627723,I,base year is 2015
LKA,2003-10-01,2003-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,,27.916204,I,base year is 2015
LKA,2004-10-01,2004-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,,32.156451,I,base year is 2015
LKA,2005-10-01,2005-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,,36.824251,I,base year is 2015
LKA,2006-10-01,2006-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,,42.161649,I,base year is 2015
LKA,2007-10-01,2007-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,,51.803967,I,base year is 2015
LKA,2008-10-01,2008-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,,64.896126,I,base year is 2015
LKA,2009-10-01,2009-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,,66.161444,I,base year is 2015
LKA,2010-10-01,2010-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,,71.513277,I,base year is 2015
LKA,2011-10-01,2011-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,,76.073592,I,base year is 2015
LKA,2012-10-01,2012-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,,84.527096,I,base year is 2015
LKA,2013-10-01,2013-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,,91.621680,I,base year is 2015
LKA,2014-10-01,2014-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,,96.259489,X,base year is 2015
LKA,2015-10-01,2015-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,,98.428717,X,base year is 2015
LKA,2016-10-01,2016-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,,103.580634,X,base year is 2015
LKA,2017-10-01,2017-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,,118.765229,X,base year is 2015
LKA,2018-10-01,2018-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,,110.901778,X,base year is 2015
LKA,2019-10-01,2019-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,,119.036383,X,base year is 2015
LKA,2020-10-01,2020-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,,131.599828,X,base year is 2015
LKA,2021-10-01,2021-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,,146.965192,X,base year is 2015
LKA,2022-10-01,2022-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,,265.504229,X,base year is 2015
LKA,2023-10-01,2023-10-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2023,2023,,251.583500,X,base year is 2015
LKA,2000-11-01,2000-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,,20.675478,I,base year is 2015
LKA,2001-11-01,2001-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,,24.529955,I,base year is 2015
LKA,2002-11-01,2002-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,,27.300160,I,base year is 2015
LKA,2003-11-01,2003-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,,28.807811,I,base year is 2015
LKA,2004-11-01,2004-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,,33.522448,I,base year is 2015
LKA,2005-11-01,2005-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,,37.243340,I,base year is 2015
LKA,2006-11-01,2006-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,,43.022380,I,base year is 2015
LKA,2007-11-01,2007-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,,53.521546,I,base year is 2015
LKA,2008-11-01,2008-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,,64.415325,I,base year is 2015
LKA,2009-11-01,2009-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,,66.765601,I,base year is 2015
LKA,2010-11-01,2010-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,,72.494739,I,base year is 2015
LKA,2011-11-01,2011-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,,76.756009,I,base year is 2015
LKA,2012-11-01,2012-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,,85.857073,I,base year is 2015
LKA,2013-11-01,2013-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,,91.840493,I,base year is 2015
LKA,2014-11-01,2014-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,,98.699871,X,base year is 2015
LKA,2015-11-01,2015-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,,103.219096,X,base year is 2015
LKA,2016-11-01,2016-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,,104.755632,X,base year is 2015
LKA,2017-11-01,2017-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,,121.205611,X,base year is 2015
LKA,2018-11-01,2018-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,,116.505617,X,base year is 2015
LKA,2019-11-01,2019-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,,121.205611,X,base year is 2015
LKA,2020-11-01,2020-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,,132.594057,X,base year is 2015
LKA,2021-11-01,2021-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,,155.009413,X,base year is 2015
LKA,2022-11-01,2022-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,,261.799519,X,base year is 2015
LKA,2023-11-01,2023-11-30,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2023,2023,,256.074058,X,base year is 2015
LKA,2000-12-01,2000-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,,21.729320,I,base year is 2015
LKA,2001-12-01,2001-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,,24.666605,I,base year is 2015
LKA,2002-12-01,2002-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,,28.148283,I,base year is 2015
LKA,2003-12-01,2003-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,,29.901411,I,base year is 2015
LKA,2004-12-01,2004-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,,35.076827,I,base year is 2015
LKA,2005-12-01,2005-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,,37.488223,I,base year is 2015
LKA,2006-12-01,2006-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,,43.814269,I,base year is 2015
LKA,2007-12-01,2007-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,,54.158980,I,base year is 2015
LKA,2008-12-01,2008-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,,63.695400,I,base year is 2015
LKA,2009-12-01,2009-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,,67.673785,I,base year is 2015
LKA,2010-12-01,2010-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,,73.417157,I,base year is 2015
LKA,2011-12-01,2011-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,,77.875179,I,base year is 2015
LKA,2012-12-01,2012-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,,86.809460,I,base year is 2015
LKA,2013-12-01,2013-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,,91.840493,I,base year is 2015
LKA,2014-12-01,2014-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,,102.676789,X,base year is 2015
LKA,2015-12-01,2015-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,,105.297939,X,base year is 2015
LKA,2016-12-01,2016-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,,107.738321,X,base year is 2015
LKA,2017-12-01,2017-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,,121.476764,X,base year is 2015
LKA,2018-12-01,2018-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,,116.053694,X,base year is 2015
LKA,2019-12-01,2019-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,,126.086374,X,base year is 2015
LKA,2020-12-01,2020-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,,135.486361,X,base year is 2015
LKA,2021-12-01,2021-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,,164.590169,X,base year is 2015
LKA,2022-12-01,2022-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,,260.901407,X,base year is 2015
LKA,2023-12-01,2023-12-31,38,'144,Sri Lanka,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2023,2023,,265.167437,X,base year is 2015
LKA,2000-01-01,2000-01-31,38,'144,Sri Lanka,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,,26.333727,X,base year is 2015
LKA,2001-01-01,2001-01-31,38,'144,Sri Lanka,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,,30.592003,X,base year is 2015
LKA,2002-01-01,2002-01-31,38,'144,Sri Lanka,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,,33.313844,X,base year is 2015
LKA,2003-01-01,2003-01-31,38,'144,Sri Lanka,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,,37.853161,X,base year is 2015
LKA,2004-01-01,2004-01-31,38,'144,Sri Lanka,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,,38.048906,X,base year is 2015
